ID,Form,Lemma,POStag,NER,Head,DepRel,Deps,Clause Tag,Record ID,Sentence ID,Document ID,Document,Date
3,),),-RRB-,O,2,punct,2:punct,,1764,80,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
4,Fundamental,fundamental,JJ,O,6,amod,6:amod,,1765,80,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
5,building,building,NN,O,6,compound,6:compound,,1766,80,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
6,systems,system,NNS,O,2,dep,2:dep,,1767,80,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
7,commissioning,commission,VBG,O,6,acl,6:acl,,1768,80,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
8,:,:,:,O,7,punct,7:punct,,1769,80,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
9,Intent,intent,NN,O,14,nsubj,12:nsubj|14:nsubj,,1770,80,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
10,is,be,VBZ,O,12,aux,12:aux,,1771,80,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
11,to,to,TO,O,12,mark,12:mark,,1772,80,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
12,verify,verify,VB,O,7,parataxis,7:parataxis,,1773,80,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
13,and,and,CC,O,14,cc,14:cc,,1774,80,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
14,ensure,ensure,VB,O,12,conj:and,7:parataxis|12:conj:and,,1775,80,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
15,that,that,IN,O,22,mark,22:mark,,1776,80,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
16,fundamental,fundamental,JJ,O,18,amod,18:amod,,1777,80,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
17,building,building,NN,O,18,compound,18:compound,,1778,80,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
18,elements,element,NNS,O,29,nsubj:xsubj,22:nsubj:pass|24:nsubj:pass|27:nsubj:pass|29:nsubj:xsubj,,1779,80,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
19,and,and,CC,O,20,cc,20:cc,,1780,80,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
20,systems,system,NNS,O,22,nsubj:pass,18:conj:and|22:nsubj:pass,,1781,80,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
21,are,be,VBP,O,22,aux:pass,22:aux:pass,,1782,80,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
22,designed,design,VBN,O,14,ccomp,14:ccomp,,1783,80,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
23,",",",",",",O,22,punct,22:punct,,1784,80,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
24,installed,install,VBN,O,22,conj:and,14:ccomp|22:conj:and,,1785,80,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
25,",",",",",",O,22,punct,22:punct,,1786,80,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
26,and,and,CC,O,27,cc,27:cc,,1787,80,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
27,calibrated,calibrate,VBN,O,22,conj:and,14:ccomp|22:conj:and,,1788,80,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
28,to,to,TO,O,29,mark,29:mark,,1789,80,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
29,operate,operate,VB,O,27,xcomp,27:xcomp,,1790,80,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
30,as,as,IN,O,31,case,31:case,,1791,80,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
31,projected,project,VBN,O,29,obl:as,29:obl:as,,1792,80,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
32,.,.,.,O,2,punct,2:punct,,1793,80,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
1,(,(,-LRB-,O,2,punct,2:punct,,1794,81,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
2,3,3,LS,NUMBER,0,ROOT,0:ROOT,,1795,81,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
3,),),-RRB-,O,2,punct,2:punct,,1796,81,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
4,Minimum,minimum,JJ,O,6,amod,6:amod,,1797,81,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
5,energy,energy,NN,O,6,compound,6:compound,,1798,81,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
6,performance,performance,NN,O,2,dep,2:dep,,1799,81,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
7,:,:,:,O,6,punct,6:punct,,1800,81,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
8,Intent,intent,NN,O,11,nsubj,11:nsubj,,1801,81,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
9,is,be,VBZ,O,11,aux,11:aux,,1802,81,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
10,to,to,TO,O,11,mark,11:mark,,1803,81,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
11,establish,establish,VB,O,6,parataxis,6:parataxis,,1804,81,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
12,the,the,DT,O,14,det,14:det,,1805,81,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
13,minimum,minimum,JJ,O,14,amod,14:amod,,1806,81,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
14,level,level,NN,O,11,obj,11:obj,,1807,81,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
15,of,of,IN,O,17,case,17:case,,1808,81,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
16,energy,energy,NN,O,17,compound,17:compound,,1809,81,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
17,efficiency,efficiency,NN,O,14,nmod:of,14:nmod:of,,1810,81,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
18,for,for,IN,O,21,case,21:case,,1811,81,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
19,the,the,DT,O,21,det,21:det,,1812,81,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
20,base,base,NN,O,21,compound,21:compound,,1813,81,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
21,building,building,NN,O,14,nmod:for,14:nmod:for,,1814,81,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
22,and,and,CC,O,23,cc,23:cc,,1815,81,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
23,systems,system,NNS,O,21,conj:and,14:nmod:for|21:conj:and,,1816,81,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
24,.,.,.,O,2,punct,2:punct,,1817,81,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
1,(,(,-LRB-,O,2,punct,2:punct,,1818,82,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
2,4,4,LS,NUMBER,5,dep,5:dep,,1819,82,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
3,),),-RRB-,O,2,punct,2:punct,,1820,82,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
4,CFC,cfc,NN,ORGANIZATION,5,compound,5:compound,,1821,82,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
5,reduction,reduction,NN,O,0,ROOT,0:ROOT,,1822,82,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
6,in,in,IN,O,8,case,8:case,,1823,82,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
7,HVAC&R,HVAC&R,NNP,O,8,compound,8:compound,,1824,82,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
8,equipment,equipment,NN,O,5,nmod:in,5:nmod:in,,1825,82,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
9,:,:,:,O,5,punct,5:punct,,1826,82,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
10,Intent,intent,NN,O,13,nsubj,13:nsubj,,1827,82,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
11,is,be,VBZ,O,13,aux,13:aux,,1828,82,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
12,to,to,TO,O,13,mark,13:mark,,1829,82,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
13,reduce,reduce,VB,O,5,parataxis,5:parataxis,,1830,82,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
14,ozone,ozone,NN,O,15,compound,15:compound,,1831,82,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
15,depletion,depletion,NN,O,13,obj,13:obj,,1832,82,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
16,.,.,.,O,5,punct,5:punct,,1833,82,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
1,(,(,-LRB-,O,2,punct,2:punct,,1834,83,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
2,5,5,CD,NUMBER,9,dep,9:dep,,1835,83,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
3,),),-RRB-,O,2,punct,2:punct,,1836,83,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
4,Recycling,recycling,NN,O,6,compound,6:compound,,1837,83,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
5,:,:,:,O,6,punct,6:punct,,1838,83,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
6,Intent,intent,NN,O,9,nsubj,9:nsubj,,1839,83,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
7,is,be,VBZ,O,9,aux,9:aux,,1840,83,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
8,to,to,TO,O,9,mark,9:mark,,1841,83,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
9,implement,implement,VB,O,0,ROOT,0:ROOT,,1842,83,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
10,a,a,DT,O,13,det,13:det,,1843,83,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
11,comprehensive,comprehensive,JJ,O,13,amod,13:amod,,1844,83,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
12,recycling,recycling,NN,O,13,compound,13:compound,,1845,83,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
13,program,program,NN,O,9,obj,9:obj,,1846,83,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
14,that,that,WDT,O,13,dep,13:dep,,1847,83,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
15,reduces,reduce,VBZ,O,14,dep,14:dep,,1848,83,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
16,waste,waste,NN,O,15,obj,15:obj,,1849,83,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
17,generated,generate,VBN,O,16,amod,16:amod,,1850,83,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
18,by,by,IN,O,20,case,20:case,,1851,83,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
19,building,build,VBG,O,20,amod,20:amod,,1852,83,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
20,occupants,occupant,NNS,O,15,obl:by,15:obl:by,,1853,83,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
21,.,.,.,O,9,punct,9:punct,,1854,83,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
1,(,(,-LRB-,O,2,punct,2:punct,,1855,84,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
2,6,6,CD,NUMBER,7,dep,7:dep,,1856,84,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
3,),),-RRB-,O,2,punct,2:punct,,1857,84,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
4,Minimum,minimum,JJ,O,7,amod,7:amod,,1858,84,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
5,indoor,indoor,JJ,O,6,amod,6:amod,,1859,84,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
6,air,air,NN,O,7,compound,7:compound,,1860,84,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
7,quality,quality,NN,O,0,ROOT,0:ROOT,,1861,84,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
8,:,:,:,O,7,punct,7:punct,,1862,84,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
9,Intent,intent,NN,O,12,nsubj,12:nsubj,,1863,84,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
10,is,be,VBZ,O,12,aux,12:aux,,1864,84,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
11,to,to,TO,O,12,mark,12:mark,,1865,84,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
12,establish,establish,VB,O,7,parataxis,7:parataxis,,1866,84,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
13,minimum,minimum,JJ,O,16,amod,16:amod,,1867,84,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
14,indoor,indoor,JJ,O,15,amod,15:amod,,1868,84,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
15,air,air,NN,O,16,compound,16:compound,,1869,84,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
16,quality,quality,NN,O,18,dep,18:dep,,1870,84,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
17,(,(,-LRB-,O,18,punct,18:punct,,1871,84,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
18,IAQ,iaq,NN,O,20,compound,20:compound,,1872,84,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
19,),),-RRB-,O,20,punct,20:punct,,1873,84,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
20,performance,performance,NN,O,22,nsubj:xsubj,12:obj|22:nsubj:xsubj,,1874,84,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
21,to,to,TO,O,22,mark,22:mark,,1875,84,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
22,prevent,prevent,VB,O,12,xcomp,12:xcomp,,1876,84,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
23,the,the,DT,O,24,det,24:det,,1877,84,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
24,development,development,NN,O,22,obj,22:obj,,1878,84,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
25,of,of,IN,O,29,case,29:case,,1879,84,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
26,indoor,indoor,JJ,O,28,amod,28:amod,,1880,84,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
27,air,air,NN,O,28,compound,28:compound,,1881,84,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
28,quality,quality,NN,O,29,compound,29:compound,,1882,84,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
29,problems,problem,NNS,O,24,nmod:of,24:nmod:of,,1883,84,1,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-27-2012_Codes.txt"")",09-27-2012
